listing_id,low,medium,high
7109912,0.74475,0.175,0.08025
7138297,0.3004166666666666,0.2573666666666667,0.44221666666666676
7092476,0.8890833333333333,0.10041666666666667,0.0105
7089303,0.885,0.10783333333333334,0.007166666666666666
7125155,0.417075,0.5402083333333334,0.04271666666666666
7220062,0.8825499999999998,0.10794999999999999,0.0095
7106449,0.2806,0.3739,0.3455
7128225,0.5565738095238095,0.35480119047619046,0.08862500000000001
7195250,0.9827,0.0173,0.0
7218672,0.5739666666666667,0.34986666666666666,0.07616666666666667
7196783,0.9131666666666667,0.08433333333333333,0.0025
7103890,0.7878166666666667,0.19018333333333337,0.022
7091781,0.89975,0.079,0.02125
7188560,0.9138,0.08070000000000001,0.0055
7158435,0.26341666666666663,0.7140833333333334,0.0225
7174040,0.7193815476190475,0.24241011904761905,0.03820833333333333
7090560,0.39048333333333335,0.3700944444444444,0.23942222222222226
7176342,0.9635,0.0265,0.01
7192962,0.9549166666666666,0.037083333333333336,0.008
7097397,0.9335,0.0545,0.012
7145866,0.808402380952381,0.15959761904761907,0.032
7206754,0.8057833333333333,0.181425,0.012791666666666668
7138175,0.7064166666666667,0.24658333333333332,0.047
7149594,0.9752,0.0243,0.0005
7156633,0.5699851190476191,0.33270059523809525,0.0973142857142857
7105345,0.2908928571428572,0.6968571428571427,0.01225
7213632,0.8006416666666667,0.14413333333333336,0.055224999999999996
7183113,0.8862833333333334,0.10221666666666666,0.0115
7140000,0.2595,0.4493583333333333,0.2911416666666667
7195613,0.5093333333333333,0.4421666666666667,0.0485
7105115,0.265202380952381,0.6986809523809525,0.03611666666666667
7160348,0.8134607142857144,0.15453928571428574,0.032
7160614,0.9755,0.0245,0.0
7092337,0.92,0.075,0.005
7147336,0.972,0.0275,0.0005
7218407,0.6397666666666667,0.26752499999999996,0.09270833333333332
7153777,0.3060083333333334,0.2150238095238095,0.47896785714285717
7105692,0.7688416666666666,0.14191666666666666,0.08924166666666668
7182783,0.7918666666666667,0.19913333333333333,0.009
7175581,0.6869571428571428,0.2850761904761906,0.027966666666666667
7178664,0.36475,0.4800269841269842,0.1552230158730159
7211063,0.05429761904761904,0.05171488095238096,0.8939875
7224728,0.7827166666666665,0.17628333333333335,0.040999999999999995
7102627,0.5003190476190476,0.46325000000000005,0.03643095238095238
7092248,0.34121666666666656,0.34507499999999997,0.3137083333333334
7207732,0.7260916666666667,0.23065833333333333,0.04325
7103067,0.956047619047619,0.041452380952380956,0.0025
7229817,0.7006833333333334,0.2026666666666667,0.09665
7172753,0.3121666666666667,0.6370071428571429,0.050826190476190476
7125988,0.8284503968253968,0.13570793650793653,0.03584166666666667
7091708,0.77175,0.22825,0.0
7120982,0.2224833333333333,0.35590476190476195,0.4216119047619047
7200404,0.6387142857142858,0.28128571428571425,0.08
7134396,0.6499666666666667,0.26361666666666667,0.08641666666666667
7094055,0.6644166666666667,0.26545833333333335,0.070125
7220352,0.6219666666666667,0.25532499999999997,0.12270833333333332
7097260,0.9149166666666666,0.07291666666666667,0.012166666666666668
7132074,0.8289916666666667,0.15400833333333333,0.017
7195758,0.94245,0.056549999999999996,0.001
7218227,0.9494166666666666,0.050083333333333334,0.0005
7191025,0.9925,0.007,0.0005
7152268,0.2274166666666667,0.3701499999999999,0.4024333333333334
7210298,0.8392833333333334,0.11663333333333334,0.044083333333333335
7096221,0.9238619047619049,0.07363809523809524,0.0025
7137429,0.8913333333333333,0.08916666666666666,0.0195
7141582,0.22280119047619049,0.33174047619047614,0.44545833333333335
7125014,0.380375,0.31377499999999997,0.30584999999999996
7204283,0.708125,0.22732738095238095,0.06454761904761905
7129195,0.9645750000000001,0.019925000000000002,0.0155
7208151,0.8894,0.09809999999999999,0.0125
7169433,0.4433333333333333,0.4436666666666667,0.113
7194385,0.9131714285714287,0.07395357142857144,0.012875
7184378,0.7198333333333333,0.24966666666666668,0.0305
7112430,0.4946416666666667,0.33462500000000006,0.17073333333333335
7224419,0.8676333333333334,0.11986666666666668,0.0125
7176557,0.6851369047619047,0.25536309523809525,0.0595
7185501,0.7917000000000001,0.12383333333333332,0.08446666666666666
7205296,0.996,0.003,0.001
7143873,0.97425,0.01925,0.0065
7227106,0.5506166666666666,0.379525,0.06985833333333333
7143808,0.35906666666666665,0.16053452380952382,0.4803988095238096
7123007,0.33644999999999997,0.4368333333333333,0.22671666666666668
7120025,0.29819999999999997,0.5604523809523809,0.14134761904761908
7095934,0.2975416666666667,0.6650833333333334,0.037375
7102526,0.755,0.2055,0.0395
7149561,0.956375,0.043625,0.0
7147321,0.4944595238095238,0.3102833333333333,0.19525714285714288
7163675,0.7192916666666668,0.19495833333333332,0.08575
7203197,0.9083666666666668,0.07163333333333333,0.02
7192159,0.9848,0.014199999999999999,0.001
7124635,0.949,0.0485,0.0025
7138513,0.8872666666666666,0.08973333333333333,0.023
7116744,0.49479166666666674,0.3777696428571429,0.12743869047619047
7228168,0.979,0.016,0.005
7156739,0.36314166666666664,0.4662261904761904,0.17063214285714287
7233157,0.11253333333333333,0.817538095238095,0.06992857142857145
7091879,0.6342583333333334,0.2934083333333334,0.07233333333333335
7145151,0.596149404761904,0.3606005952380952,0.04325
7230883,0.9061666666666668,0.06533333333333334,0.0285
7188256,0.3476583333333334,0.19523452380952386,0.45710714285714293
7203095,0.98,0.013,0.007
7142105,0.34847500000000003,0.4188083333333333,0.2327166666666667
7210546,0.7070833333333333,0.27091666666666664,0.022
7134026,0.26475,0.3291666666666666,0.4060833333333333
7119521,0.4836999999999999,0.5143000000000001,0.002
7225812,0.45650833333333335,0.5155916666666667,0.027899999999999994
7231536,0.6387083333333332,0.30779166666666663,0.0535
7120399,0.9196666666666666,0.06133333333333334,0.019
7209940,0.5293833333333334,0.4169916666666667,0.053625
7125730,0.5104166666666667,0.4390833333333333,0.0505
7129665,0.9505,0.044,0.0055
7156628,0.4478333333333333,0.4184916666666667,0.13367500000000002
7154533,0.7385083333333333,0.20349166666666665,0.058
7194011,0.8885833333333333,0.042075,0.06934166666666665
7159573,0.4655000000000001,0.3864250000000001,0.148075
7122632,0.8288333333333333,0.15516666666666665,0.016
7199902,0.998,0.002,0.0
7204514,0.6234500000000001,0.24225833333333335,0.1342916666666667
7114559,0.5470499999999999,0.37545,0.0775
7172574,0.7365,0.22583333333333333,0.037666666666666675
7190848,0.6922333333333335,0.24446666666666664,0.0633
7127320,0.040196428571428564,0.9275535714285714,0.03225
7099989,0.8401666666666667,0.14407499999999998,0.015758333333333333
7193209,0.3410107142857142,0.38488928571428566,0.2741
7163387,0.3327075396825397,0.2954547619047619,0.3718376984126985
7192322,0.850375,0.137625,0.012
7181284,0.813,0.1763,0.0107
7138658,0.935,0.0625,0.0025
7094836,0.7841750000000002,0.19832499999999997,0.0175
7228347,0.8250833333333334,0.15933333333333333,0.015583333333333334
7092957,0.7015166666666666,0.25899880952380955,0.03948452380952382
7095106,0.6408333333333334,0.33666666666666667,0.0225
7118353,0.77425,0.19825,0.0275
7187196,0.9985,0.0015,0.0
7171952,0.17476111111111112,0.737338888888889,0.0879
7109967,0.8478333333333332,0.13316666666666666,0.019
7121401,0.44908333333333333,0.3677500000000001,0.18316666666666664
7117926,0.08383333333333334,0.534,0.38216666666666665
7149587,0.9125,0.087,0.0005
7153700,0.9444250000000001,0.043575,0.012
7128436,0.4710892857142858,0.4436666666666667,0.08524404761904764
7156683,0.6487222222222222,0.12744166666666668,0.2238361111111111
7183547,0.991,0.0085,0.0005
7130682,0.5086166666666666,0.25771666666666665,0.23366666666666666
7191787,0.987,0.011,0.002
7201129,0.9645083333333332,0.03199166666666667,0.0035
7131018,0.8136666666666668,0.1668333333333333,0.0195
7191519,0.6242083333333333,0.3243333333333333,0.051458333333333335
7129888,0.9049321428571427,0.08590119047619046,0.009166666666666668
7119314,0.3537309523809524,0.15681666666666666,0.489452380952381
7173398,0.4168666666666666,0.5143833333333334,0.06875
7100690,0.18525833333333336,0.3135154761904763,0.5012261904761904
7111231,0.46,0.392,0.148
7173783,0.8682791666666667,0.0914136904761905,0.04030714285714285
7185543,0.8686666666666666,0.12908333333333333,0.00225
7190190,0.5542369047619048,0.41392976190476194,0.03183333333333333
7157963,0.46291666666666664,0.4613333333333334,0.07575
7158304,0.31889166666666663,0.204875,0.4762333333333334
7095639,0.645322619047619,0.3166773809523809,0.038
7130993,0.999,0.001,0.0
7117359,0.6257063492063492,0.29431349206349205,0.07998015873015872
7122494,0.98775,0.01225,0.0
7093292,0.6380559523809526,0.29648571428571424,0.06545833333333333
7214909,0.8094083333333334,0.16062499999999996,0.02996666666666667
7178939,0.6872333333333335,0.20246666666666663,0.1103
7209358,0.9838333333333332,0.014166666666666668,0.002
7232607,0.8659333333333333,0.08569166666666667,0.048375
7207044,0.9739166666666667,0.023083333333333334,0.003
7223765,0.8183333333333332,0.1508833333333333,0.030783333333333333
7103387,0.6807666666666667,0.20971666666666663,0.10951666666666668
7149774,0.98525,0.007541666666666667,0.007208333333333333
7105211,0.9616904761904762,0.03630952380952381,0.002
7183544,0.77125,0.13675,0.092
7233547,0.7236666666666667,0.21358333333333335,0.06275
7096046,0.91825,0.08075,0.001
7174305,0.5895642857142857,0.359402380952381,0.05103333333333335
7172833,0.6868083333333334,0.28760833333333335,0.025583333333333336
7109230,0.7557083333333334,0.2346249999999999,0.009666666666666665
7180549,0.713875,0.2031388888888889,0.08298611111111111
7096591,0.917,0.0735,0.0095
7110015,0.8360559523809523,0.13044404761904763,0.0335
7114048,0.6532,0.25538333333333335,0.09141666666666666
7111037,0.1055,0.7395,0.155
7218940,0.944525,0.047975000000000004,0.0075
7151360,0.2090904761904762,0.30640952380952363,0.4845
7127611,0.63675,0.339625,0.023625
7157286,0.64075,0.316,0.04325
7155237,0.69545,0.20135833333333336,0.10319166666666667
7152325,0.2751666666666666,0.22475000000000003,0.5000833333333333
7133809,0.4040666666666667,0.16151666666666664,0.4344166666666666
7151723,0.8730416666666667,0.08783333333333333,0.039125
7139628,0.8482083333333332,0.135125,0.016666666666666666
7116008,0.7515749999999999,0.188925,0.0595
7139222,0.40344166666666664,0.41734999999999994,0.1792083333333333
7118151,0.8172083333333334,0.12429166666666668,0.0585
7211749,0.5927940476190474,0.34662499999999996,0.06058095238095239
7216084,0.969,0.028,0.003
7167944,0.3767916666666667,0.5062333333333334,0.11697500000000004
7204462,0.28042619047619055,0.28151309523809526,0.4380607142857144
7170651,0.2628107142857143,0.7337309523809524,0.0034583333333333337
7166110,0.721875,0.220875,0.05725
7215024,0.96525,0.02825,0.0065
7092587,0.30756666666666665,0.6426000000000001,0.049833333333333334
7228780,0.6616000000000001,0.19798333333333332,0.1404166666666667
7113165,0.5849309523809525,0.3796107142857143,0.035458333333333335
7185875,0.3238912337662336,0.6627129329004321,0.013395833333333333
7207091,0.4935,0.46003571428571427,0.046464285714285715
7154391,0.7225297619047618,0.23251190476190475,0.044958333333333336
7134369,0.3885190476190477,0.49281428571428565,0.11866666666666666
7114144,0.8085,0.1455,0.046
7225788,0.8475,0.11941666666666667,0.033083333333333326
7174343,0.15082519841269842,0.41423611111111097,0.4349386904761906
7184376,0.5905333333333334,0.3958,0.013666666666666666
7099086,0.7850083333333334,0.20449166666666668,0.0105
7206516,0.8387083333333334,0.1335416666666667,0.02775
7109865,0.999,0.001,0.0
7221603,0.7656785714285714,0.1930714285714286,0.04125
7102769,0.6836642857142856,0.27808571428571427,0.03825
7136804,0.8986333333333335,0.09753333333333335,0.003833333333333333
7133432,0.372625,0.4292916666666667,0.19808333333333333
7211670,0.47835833333333333,0.33644166666666675,0.1852000000000001
7193044,0.34189285714285716,0.35277380952380955,0.3053333333333333
7179722,0.999,0.001,0.0
7098040,0.4170698412698412,0.48716349206349213,0.09576666666666668
7228235,0.6088380952380952,0.31910535714285715,0.07205654761904762
7168531,0.9259083333333333,0.06675833333333334,0.007333333333333334
7092471,0.968325,0.026675,0.005
7151021,0.8414583333333334,0.1555416666666667,0.003
7117279,0.9645,0.0295,0.006
7231987,0.5702095238095239,0.3216154761904762,0.108175
7152057,0.781875,0.1766666666666667,0.04145833333333333
7169603,0.967125,0.024041666666666663,0.008833333333333334
7190178,0.88475,0.10125,0.014
7098492,0.48723333333333346,0.24581666666666668,0.26694999999999997
7151657,0.993,0.007,0.0
7202087,0.2435,0.4519071428571428,0.30459285714285717
7172144,0.4522547619047619,0.37619563492063496,0.17154960317460308
7151264,0.34883333333333333,0.4045214285714285,0.24664523809523808
7167649,0.5821083333333334,0.39884166666666665,0.01905
7125098,0.9406666666666667,0.05583333333333334,0.0035
7192968,0.5384833333333332,0.2548065476190476,0.20671011904761902
7167064,0.7735,0.145125,0.081375
7208386,0.6214333333333332,0.274225,0.10434166666666665
7140549,0.2565900793650793,0.4008224206349207,0.34258750000000004
7232611,0.5305916666666667,0.31957500000000005,0.14983333333333332
7231989,0.8861666666666667,0.10508333333333333,0.00875
7131237,0.21385952380952386,0.7394142857142855,0.04672619047619048
7123477,0.7431166666666666,0.21088333333333334,0.046
7139138,0.856625,0.0896,0.053774999999999996
7100724,0.9873,0.0127,0.0
7114596,0.8961,0.10110000000000001,0.0028
7143360,0.9339333333333334,0.062066666666666666,0.004
7131232,0.31162658730158727,0.47409007936507935,0.2142833333333333
7135694,0.6385833333333333,0.2796666666666667,0.08175
7156849,0.41308333333333336,0.3845833333333334,0.2023333333333333
7134868,0.5488000000000001,0.42669999999999997,0.0245
7204699,0.47525297619047563,0.30541369047619044,0.21933333333333332
7159026,0.6022833333333334,0.28314999999999996,0.11456666666666666
7210613,0.4399255952380953,0.491032738095238,0.06904166666666665
7178322,0.8246416666666665,0.14298928571428574,0.032369047619047624
7092546,0.45098809523809524,0.348297619047619,0.20071428571428573
7175776,0.6785749999999999,0.31792499999999996,0.0035
7198568,0.5967416666666667,0.19097500000000006,0.21228333333333335
7205032,0.996,0.004,0.0
7191829,0.7986339285714285,0.16154166666666667,0.03982440476190476
7090354,0.857427380952381,0.12223928571428572,0.020333333333333335
7103754,0.5709166666666666,0.2546333333333333,0.17445
7210833,0.6671452380952382,0.28751666666666664,0.04533809523809523
7119486,0.23975833333333332,0.7477416666666665,0.0125
7313611,0.954,0.042,0.004
7192079,0.8356875,0.1193125,0.045
7174050,0.8839714285714287,0.11002857142857145,0.006
7158408,0.89325,0.09366666666666668,0.013083333333333334
7162815,0.3420178571428571,0.36385714285714293,0.294125
7128366,0.14575000000000002,0.3995666666666668,0.45468333333333333
7233175,0.6415767857142857,0.31274404761904767,0.045679166666666667
7095885,0.6992583333333333,0.2522416666666667,0.0485
7098256,0.8897333333333333,0.10876666666666668,0.0015
7198026,0.6245833333333333,0.23145833333333335,0.14395833333333333
7179395,0.681722619047619,0.28023571428571425,0.03804166666666666
7126687,0.836775,0.135975,0.02725
7186570,0.880875,0.118625,0.0005
7174616,0.29549166666666665,0.47375833333333334,0.23075
7190918,0.6240238095238096,0.29147619047619056,0.0845
7174630,0.8793583333333334,0.09074166666666668,0.0299
7099714,0.7137083333333334,0.23679166666666665,0.0495
7210257,0.6975333333333333,0.18213333333333334,0.12033333333333333
7218237,0.9145261904761904,0.07780714285714287,0.007666666666666666
7194008,0.5618333333333334,0.32425,0.11391666666666667
7145715,0.8207916666666667,0.12670833333333334,0.0525
7161245,0.7346208333333333,0.26017083333333335,0.005208333333333333
7232193,0.7161666666666668,0.21022474747474745,0.07360858585858587
7157880,0.5079583333333333,0.485125,0.006916666666666667
7234325,0.998,0.002,0.0
7105040,0.7827309523809527,0.18418571428571429,0.033083333333333326
7123444,0.6269333333333331,0.34561666666666674,0.027449999999999995
7098616,0.930420238095238,0.06307976190476192,0.0065
7111962,0.7446666666666666,0.2122,0.043133333333333336
7206817,0.8642500000000001,0.13125,0.0045
7140556,0.4862541666666667,0.30382678571428573,0.20991904761904762
7214145,0.9316666666666666,0.06583333333333334,0.0025
7215333,0.9234833333333334,0.07085,0.005666666666666666
7130379,0.5764916666666666,0.4079083333333333,0.0156
7215033,0.8996666666666667,0.09658333333333334,0.00375
7200611,0.6235333333333332,0.33796666666666664,0.0385
7159658,0.384625,0.431575,0.18380000000000002
7109857,0.964,0.0325,0.0035
7187765,0.962,0.037,0.001
7197884,0.8429833333333333,0.12476666666666666,0.03225
7141108,0.6065,0.11170000000000001,0.28180000000000005
7221313,0.27931666666666655,0.6988083333333333,0.021875
7160195,0.8528333333333333,0.13266666666666668,0.0145
7135503,0.9725,0.0255,0.002
7184754,0.43777499999999997,0.5188083333333334,0.043416666666666666
7181796,0.6183190476190477,0.36230595238095253,0.019374999999999996
7204408,0.4017688492063496,0.5742144841269837,0.02401666666666667
7125047,0.84575,0.14325,0.011
7170001,0.13652380952380952,0.8394761904761905,0.024
7222789,0.926,0.06525,0.00875
7119555,0.3433571428571429,0.5249416666666666,0.13170119047619044
7103893,0.963,0.028,0.009
7231878,0.7663583333333333,0.22351666666666672,0.010125
7194073,0.5446773809523809,0.4426559523809524,0.012666666666666668
7156654,0.5412749999999998,0.39841439393939404,0.06031060606060607
7181249,0.9855416666666666,0.014458333333333333,0.0
7155816,0.896875,0.07901666666666667,0.024108333333333332
7140001,0.7874166666666668,0.06958333333333334,0.143
7167234,0.396875,0.4032083333333333,0.1999166666666667
7102496,0.7919749999999999,0.18352499999999997,0.0245
7232981,0.1453928932178932,0.7605637265512265,0.09404338023088023
7216485,0.8952083333333334,0.096625,0.008166666666666668
7224065,0.8005833333333334,0.19341666666666665,0.006
7172720,0.7553666666666666,0.14463333333333334,0.1
7119328,0.6458666666666667,0.19123333333333334,0.16290000000000002
7166323,0.8896226190476189,0.08287738095238097,0.0275
7095312,0.6277166666666667,0.3250666666666666,0.04721666666666667
7126464,0.4780833333333333,0.4593333333333333,0.06258333333333334
7156313,0.86575,0.1005,0.03375
7142691,0.5470236360861356,0.42922636391386465,0.02375
7180405,0.7505416666666668,0.21937499999999996,0.030083333333333333
7201309,0.814325,0.11242500000000001,0.07325
7229233,0.492375,0.507125,0.0005
7128242,0.8405416666666665,0.13779166666666667,0.021666666666666664
7206764,0.7661666666666667,0.22683333333333333,0.007
7125953,0.6987708333333332,0.15972916666666664,0.1415
7193756,0.7355,0.2235,0.041
7110807,0.31431666666666674,0.5216166666666665,0.16406666666666667
7123025,0.9739166666666668,0.025083333333333336,0.001
7229043,0.9175,0.072,0.0105
7144529,0.44095,0.098725,0.460325
7089925,0.7261607142857143,0.24469404761904762,0.0291452380952381
7142909,0.9007000000000001,0.0933,0.006
7200320,0.752836507936508,0.22098849206349203,0.026175
7216427,0.48410833333333336,0.49904166666666666,0.01685
7192680,0.7379404761904762,0.2005595238095238,0.0615
7130341,0.19373333333333334,0.4781678571428572,0.32809880952380954
7214209,0.6575,0.3175,0.025
7207776,0.7298833333333333,0.08735,0.18276666666666666
7185816,0.5883749999999999,0.38512499999999994,0.0265
7172271,0.7216535353535354,0.27834646464646406,0.0
7165343,0.8558625,0.1221375,0.022
7212934,0.5685416666666667,0.36395833333333333,0.0675
7152751,0.4485,0.4096666666666666,0.1418333333333333
7089177,0.5135101190476189,0.3774065476190476,0.10908333333333332
7135107,0.5137488095238095,0.3523666666666666,0.13388452380952381
7092850,0.6613000000000001,0.32120000000000004,0.0175
7158555,0.2938,0.36887976190476196,0.33732023809523815
7234183,0.9965,0.0035,0.0
7118286,0.8546,0.12090000000000001,0.0245
7119152,0.9131714285714287,0.07395357142857144,0.012875
7223584,0.5108333333333334,0.3096083333333334,0.17955833333333335
7123957,0.7932321428571428,0.13276785714285713,0.074
7223702,0.9725,0.0275,0.0
7108026,0.8398333333333332,0.15504166666666666,0.005125
7165605,0.155625,0.1652095238095238,0.6791654761904763
7227039,0.13678452380952386,0.8235904761904761,0.039625
7157195,0.555,0.344,0.101
7104579,0.7548333333333334,0.21066666666666667,0.0345
7119805,0.7094595238095238,0.2458440476190476,0.04469642857142857
7142014,0.17193690476190476,0.1073309523809524,0.7207321428571429
7174412,0.9715,0.0145,0.014
7205037,0.9505,0.0285,0.021
7096604,0.7236666666666668,0.25695833333333334,0.019375
7214758,0.9023333333333332,0.06586666666666667,0.0318
7135785,0.7522833333333333,0.127475,0.12024166666666666
7210042,0.9335380952380952,0.061461904761904766,0.005
7150868,0.35652500000000004,0.26523333333333327,0.3782416666666667
7115004,0.5900654761904761,0.3172678571428571,0.09266666666666666
7208850,0.991,0.0065,0.0025
7122006,0.272,0.5513821428571428,0.1766178571428571
7218334,0.8634916666666668,0.12750833333333336,0.009
7164673,0.388825,0.47594166666666665,0.13523333333333334
7098334,0.6219,0.32164166666666666,0.05645833333333333
7116799,0.6827916666666666,0.2610833333333334,0.056125
7158050,0.4487416666666667,0.4415916666666666,0.10966666666666668
7113260,0.2936547619047619,0.48817380952380945,0.21817142857142854
7169293,0.6861166666666667,0.2815083333333333,0.032375
7219356,0.23505000000000004,0.2639083333333333,0.5010416666666667
7103883,0.962875,0.035625,0.0015
7162849,0.5984041666666668,0.3476375,0.05395833333333333
7220960,0.55275,0.31404166666666666,0.13320833333333332
7218150,0.9148333333333332,0.08266666666666667,0.0025
7169062,0.8623333333333334,0.13316666666666668,0.0045
7132833,0.5208416666666666,0.34809166666666663,0.13106666666666666
7153312,0.7281666666666666,0.20233333333333334,0.0695
7102582,0.7715833333333333,0.18416666666666665,0.04425
7128031,0.27445833333333336,0.30890833333333334,0.41663333333333324
7226979,0.7925833333333334,0.17258333333333334,0.03483333333333333
7174830,0.94875,0.04875,0.0025
7095500,0.37198333333333333,0.17758333333333332,0.45043333333333335
7203788,0.9035,0.06416666666666668,0.03233333333333333
7195129,0.805375,0.16679166666666664,0.027833333333333335
7096676,0.8910833333333332,0.08591666666666667,0.023
7139189,0.968,0.032,0.0
7156036,0.27424166666666666,0.5419541666666664,0.1838041666666667
7201766,0.18815833333333334,0.28609166666666663,0.52575
7127461,0.42264999999999997,0.41432500000000005,0.16302499999999998
7176092,0.45942500000000003,0.15533333333333332,0.38524166666666665
7093983,0.652,0.271125,0.076875
7219250,0.637625,0.287375,0.075
7216197,0.03795833333333333,0.9055809523809527,0.056460714285714274
7175523,0.2701678571428571,0.13230238095238095,0.5975297619047619
7096041,0.9803333333333333,0.01966666666666667,0.0
7106333,0.948675,0.049824999999999994,0.0015
7135564,0.5300708333333334,0.31029583333333327,0.15963333333333335
7230191,0.7900833333333332,0.19425,0.015666666666666666
7094318,0.3844333333333333,0.19607500000000005,0.4194916666666667
7157145,0.7413472222222224,0.24855277777777782,0.0101
7141347,0.9311666666666666,0.05783333333333333,0.011
7197253,0.176,0.2649809523809524,0.5590190476190475
7151861,0.998,0.002,0.0
7128268,0.983,0.016,0.001
7180937,0.7038833333333334,0.2092416666666667,0.086875
7097170,0.9385,0.058,0.0035
7205053,0.8,0.1945,0.0055
7223074,0.3236722222222222,0.47423849206349206,0.2020892857142857
7127700,0.879675,0.110825,0.0095
7184877,0.8575,0.1395,0.003
7156129,0.7368797619047618,0.2216202380952381,0.0415
7233730,0.8825833333333333,0.09641666666666668,0.021
7153783,0.7645,0.12785,0.10765000000000001
7113299,0.9166666666666666,0.07533333333333335,0.008
7098374,0.5539468253968254,0.38522817460317466,0.060825000000000004
7225647,0.8762083333333334,0.08779166666666667,0.036
7111117,0.8920333333333335,0.08896666666666667,0.019
7138147,0.852825,0.14217500000000002,0.005
7120784,0.31122500000000003,0.5061083333333334,0.18266666666666664
7186670,0.5456666666666667,0.394925,0.05940833333333334
7145739,0.974125,0.025375,0.0005
7090058,0.8315499999999999,0.16036666666666669,0.008083333333333333
7110436,0.6340261904761905,0.3274738095238096,0.0385
7232756,0.9605,0.0395,0.0
7111709,0.6034946428571428,0.29825535714285717,0.09825
7107311,0.9,0.1,0.0
7210450,0.3686920634920635,0.3806714285714285,0.2506365079365079
7127661,0.737625,0.2335,0.028875
7096383,0.23844166666666664,0.423325,0.33823333333333333
7137831,0.8295,0.074,0.0965
7160032,0.42019047619047617,0.33506785714285714,0.2447416666666667
7128113,0.60455,0.36945,0.026
7197701,0.8155428571428571,0.14869880952380957,0.03575833333333333
7140888,0.7869226190476191,0.20866071428571428,0.004416666666666666
7098130,0.5407833333333332,0.4146250000000001,0.04459166666666667
7158260,0.8519916666666667,0.08850833333333333,0.0595
7112812,0.14470833333333333,0.7064601190476192,0.14883154761904765
7179231,0.30442499999999995,0.4244083333333333,0.27116666666666667
7123293,0.18185,0.6866500000000001,0.1315
7127939,0.7345714285714285,0.21833690476190473,0.04709166666666667
7210843,0.7773279761904762,0.1958803571428571,0.026791666666666665
7119906,0.7274011904761902,0.18137380952380958,0.091225
7157868,0.983375,0.015125,0.0015
7160993,0.8293333333333334,0.095,0.07566666666666666
7198449,0.6412,0.3538,0.005
7194749,0.5275940476190476,0.29985,0.17255595238095237
7164909,0.7487083333333334,0.20801666666666666,0.043275
7155991,0.5680666666666667,0.4046833333333333,0.02725
7219535,0.8294297619047619,0.1480702380952381,0.0225
7127883,0.9095166666666666,0.08498333333333331,0.0055
7192641,0.40997500000000003,0.3515583333333333,0.23846666666666666
